from,to,airline,start_time,end_time,period,type
香港,伦敦,VS201,23:30,4:50,1234567,A346
香港,伦敦,BA028,23:45,5:00,1234567,B772
香港,伦敦,HX875,23:50,5:55,1234567,A330
香港,伦敦,CX251,23:55,5:00,1234567,B744
香港,罗马,CX293,0:10,7:15,12456,A343
香港,首尔,CX412,0:20,4:45,1234567,A330
香港,首尔,OZ724,0:30,4:50,1234567,A330
香港,首尔,KE608,0:50,5:05,1234567,B773
香港,首尔,OZ750,1:00,5:20,1234567,A330
香港,首尔,AI310,7:30,11:45,1245,B773
香港,首尔,CX410,9:40,14:05,1234567,B744
香港,首尔,KE604,12:35,16:55,1234567,B772
香港,首尔,OZ722,13:15,17:30,1234567,A330
香港,首尔,7C2110,13:55,18:20,1234567,B738
香港,首尔,CX418,14:05,18:30,1234567,A330
香港,首尔,CX420,14:40,20:35,1234567,B772
香港,首尔,KE620,15:25,19:50,1234567,B773
香港,首尔,TG628,15:30,20:05,1234567,B772
香港,首尔,CX416,16:40,21:10,1234567,A330
香港,首尔,KE610,17:45,22:10,37,B738
香港,法兰克福,CX289,0:25,6:15,1234567,B744
香港,法兰克福,LH739,13:40,19:20,1234567,B744
香港,阿姆斯特丹,CX271,0:35,6:20,1234567,B744
香港,阿姆斯特丹,KA890,23:25,6:05,1234567,B744
香港,巴黎,CX271,0:35,9:50,1234567,B744
香港,巴黎,AF183,10:50,17:00,12456,B772
香港,巴黎,AF185,23:35,5:45,1234567,B773
香港,巴黎,CX261,23:45,6:20,1234567,B744
香港,迪拜,EK381,0:35,5:35,1234567,A380
香港,迪拜,CX745,10:00,6:15,1234567,A333
香港,迪拜,CX731,16:40,21:45,1234567,A333
香港,迪拜,EK383,17:10,22:25,1234567,A330
香港,迪拜,EK385,21:15,4:50,1234567,A380
香港,米兰,CX233,0:45,7:15,1234567,B773
香港,多哈,QR813,0:45,5:30,1234567,A330
香港,多哈,QR817,18:20,23:00,1256,A330
香港,巴林,CX745,1:00,7:40,2467,A330
香港,旧金山,CX872,1:00,21:55,1234567,B744
香港,旧金山,CO862,12:50,9:40,1234567,B744
香港,旧金山,CX870,14:05,11:00,123456,B744
香港,旧金山,SQ002,22:45,20:00,1234567,B773
香港,温哥华,CX888,1:00,21:30,1234567,B773
香港,温哥华,CX838,16:25,21:50,1234567,B744
香港,温哥华,AC008,18:10,14:30,1234567,B773
香港,纽约,CX888,1:00,7:10,1234567,B773
香港,纽约,CX830,9:35,13:10,1234567,B773
香港,纽约,CO116,10:25,13:50,1234567,B772
香港,纽约,CX840,16:20,20:15,23456,B773
香港,纽约,CX846,18:45,22:40,1234567,B773
香港,东京,CX524,1:05,6:15,1234567,A330
香港,东京,DL638,8:00,13:15,1234567,B767
香港,东京,CX548,8:30,13:20,1234567,B773
香港,东京,CX504,9:05,14:10,1234567,A333
香港,东京,NH912,9:55,14:45,1234567,B763
香港,东京,CX450,10:10,17:00,1234567,A333
香港,东京,CX520,10:20,15:20,1234567,A330
香港,东京,JL736,10:30,15:25,1234567,B767
香港,东京,CO078,10:30,15:40,1234567,B738
香港,东京,HX618,11:40,16:50,1234567,B738
香港,东京,NH1172,14:25,19:15,1234567,B772
香港,东京,NH910,15:20,20:15,1234567,B763
香港,东京,CX500,15:20,20:20,1234567,B772
香港,东京,JL028,15:45,20:25,1234567,B772
香港,东京,CX542,16:15,21:05,1234567,B773
香港,赫尔辛基,AY070,1:15,6:20,1234567,A340
香港,宿雾,CX921,9:05,11:45,2346,A330
香港,宿雾,2P799,11:10,14:00,47,A320
香港,宿雾,CX921,16:05,18:45,157,A330
香港,宿雾,2P799,18:20,21:10,135,A320
香港,宿雾,5J237,20:35,23:10,1234567,A319
香港,大阪,CX566,1:35,6:00,1234567,A330
香港,大阪,AI314,7:30,11:50,367,B773
香港,大阪,CX506,10:20,14:40,123456,B744
香港,大阪,UO616,11:00,15:35,1234567,B738
香港,大阪,CX564,13:15,19:20,1234567,B772
香港,大阪,NH176,15:25,19:40,1234567,B763
香港,大阪,CX502,16:35,21:00,1234567,B772
香港,阿布扎比,CX683,1:40,6:50,2467,A330
香港,吉达,CX745,1:30,10:00,135,A330
香港,吉达,CX683,1:40,10:05,2467,A330
香港,釜山,KE618,2:00,6:10,146,B739
香港,釜山,7C2152,2:00,6:10,246,B738
香港,釜山,KA318,2:35,6:40,1234567,A320
香港,釜山,KE616,13:10,17:20,1234567,B738
香港,上海,MU726,7:25,9:50,1234567,A320
香港,上海,KA802,8:00,10:20,1234567,A320
香港,上海,HX236,8:35,10:55,1234567,A330
香港,上海,CX368,9:00,11:15,1234567,B772
香港,上海,KA864,9:25,11:50,1234567,A320
香港,上海,KA876,10:00,12:20,1234567,A330
香港,上海,KA804,11:00,13:20,1234567,A330
香港,上海,HO1294,11:50,14:25,1234567,A320
香港,上海,KA892,12:00,14:20,1234567,A320
香港,上海,MU502,12:30,14:50,1234567,A320
香港,上海,MU722,12:30,14:55,1234567,A320
香港,上海,KA874,13:00,15:20,3456,A330
香港,上海,MU702,13:40,15:45,1234567,A320
香港,上海,CX360,14:00,16:20,123456,A330
香港,上海,KA890,15:00,17:20,13456,A330
香港,上海,HX238,15:15,17:35,1234567,A330
香港,上海,KA834,15:30,17:50,1234567,A320
香港,上海,MU504,15:35,18:00,1234567,A320
香港,上海,KA896,16:00,18:20,1234567,A320
香港,上海,KA808,17:00,19:20,456,A330
香港,上海,FM846,17:20,20:00,1234567,B738
香港,上海,CX364,17:30,19:50,1234567,A330
香港,上海,KA872,18:00,20:20,1234567,A330
香港,上海,MU510,18:35,20:45,1234567,A320
香港,上海,KA894,19:00,21:15,3456,A330
香港,上海,HO1292,19:30,21:50,1234567,A320
香港,上海,MU506,20:20,22:30,1234567,A320
香港,上海,KA870,21:10,23:25,1234567,A320
香港,上海,HX234,21:30,23:50,1234567,A330
香港,台北,KA486,8:20,9:55,1234567,A320
香港,台北,CX474,8:35,10:15,234567,B744
香港,台北,CX530,9:10,10:55,1234567,A330
香港,台北,BR892,9:50,11:25,1234567,A330
香港,台北,CI602,10:00,11:40,1234567,B744
香港,台北,CX450,10:00,11:45,1234567,A333
香港,台北,CI904,11:05,12:40,1234567,A333
香港,台北,BR852,11:10,12:50,1234567,B744
香港,台北,CI642,11:45,13:20,12356,B737
香港,台北,HX280,12:05,13:45,1234567,A330
香港,台北,CX406,12:25,14:00,1234567,A333
香港,台北,CI606,12:45,14:20,134567,B744
香港,台北,CX564,13:20,14:44,1234567,B773
香港,台北,CI680,13:10,14:45,1234567,A333
香港,台北,CX466,13:40,15:15,1234567,B772
香港,台北,BR868,13:45,15:20,1234567,A330
香港,台北,CI910,14:15,15:55,1234567,B738
香港,台北,CX420,14:25,16:05,1234567,A330
香港,台北,CX510,14:55,16:40,1234567,B772
香港,台北,BR870,15:30,17:10,1234567,B772
香港,台北,CI614,15:35,17:15,1234567,A333
香港,台北,CI914,15:45,17:20,123457,A330
香港,台北,CX472,15:55,17:30,1234567,A343
香港,台北,CX400,16:30,18:15,1234567,B744
香港,台北,CI916,17:25,18:55,124567,A333
香港,台北,CX470,17:35,19:10,123456,B772
香港,台北,HX282,17:20,18:50,1234567,A330
香港,台北,KA482,18:20,19:50,1234567,A330
香港,台北,CI618,18:20,19:55,1234567,A330
香港,台北,CX402,18:55,20:30,234567,B773
香港,台北,CX464,19:30,21:10,1234567,A330
香港,台北,CX468,20:00,21:45,1234567,B773
香港,台北,CI920,20:10,21:50,1234567,A333
香港,台北,KA488,21:20,22:45,1234567,A330
香港,台北,CI924,21:20,22:55,3456,A333
香港,台北,CI928,22:15,23:50,456,A333
香港,马尼拉,CX907,8:05,9:55,1234567,B744
香港,马尼拉,5J109,8:25,10:25,1234567,A319
香港,马尼拉,PR313,8:25,10:25,1234567,A320
香港,马尼拉,CX901,9:05,11:10,1234567,B772
香港,马尼拉,5J111,11:00,13:00,1234567,A319
香港,马尼拉,PR301,11:10,13:15,1234567,B744
香港,马尼拉,PR319,13:20,15:30,1234567,A320
香港,马尼拉,CX919,14:35,16:50,1234567,B744
香港,马尼拉,CX903,16:40,18:45,234567,B744
香港,马尼拉,KA931,17:35,19:40,1234567,A320
香港,马尼拉,PR307,18:00,20:00,1234567,B744
香港,马尼拉,5J119,19:30,21:30,1234567,A320
香港,马尼拉,CX913,20:00,22:20,26,B772
香港,马尼拉,CX905,21:40,23:35,1234567,B772
香港,马尼拉,5J143,21:55,23:55,1234567,A320
香港,新加坡,CX691,8:00,11:50,1234567,B773
香港,新加坡,SQ001,8:05,11:55,1234567,B773
香港,新加坡,CX759,8:55,12:30,1234567,B772
香港,新加坡,CX713,8:55,15:10,1234567,B773
香港,新加坡,SQ859,10:30,14:10,1234567,B772
香港,新加坡,3K692,11:05,14:50,1234567,A320
香港,新加坡,CX739,11:35,15:25,1234567,A330
香港,新加坡,HX751,12:15,16:00,1234567,B738
香港,新加坡,TR2963,12:25,16:10,1234567,A320
香港,新加坡,SQ891,12:30,16:10,1234567,B772
香港,新加坡,SQ863,13:30,17:10,1234567,A333
香港,新加坡,CX735,14:20,18:05,1234567,B773
香港,新加坡,3K698,14:50,18:35,1234567,A320
香港,新加坡,CX635,15:15,19:05,1234567,A330
香港,新加坡,SQ861,15:20,19:20,1234567,A380
香港,新加坡,CX711,16:00,19:45,134567,B773
香港,新加坡,TR2967,18:25,22:20,1234567,A320
香港,新加坡,SQ865,18:30,22:10,1234567,B773
香港,新加坡,SQ871,19:55,23:35,1234567,B772
香港,新加坡,CX715,20:00,23:45,1234567,B773
香港,新加坡,3K696,20:25,0:10,1234567,A320
香港,新加坡,CO117,20:40,0:35,1234567,B738
香港,新加坡,HX783,21:20,0:50,1234567,A320
香港,新加坡,TR2969,21:20,1:20,57,A320
香港,新加坡,HX753,21:30,1:30,1234567,B738
香港,檀香山,DL638,8:00,6:55,1234567,B767
香港,杭州,KA626,8:00,10:15,1234567,A321
香港,杭州,KA620,12:25,14:35,1234567,A333
香港,杭州,KA636,15:45,17:55,1234567,A320
香港,杭州,MU596,17:00,19:00,1234567,A320
香港,杭州,KA622,20:00,22:10,1234567,A330
香港,杭州,UO128,21:20,23:40,1234567,B738
香港,广州,KA782,8:00,8:55,1234567,A333
香港,广州,CZ634,18:20,19:10,1234567,A320
香港,广州,KA786,20:20,21:20,1234567,A321
香港,北京,HX336,7:55,11:25,1234567,A330
香港,北京,KA900,8:00,11:15,1234567,A330
香港,北京,CA118,8:30,11:55,1234567,A321
香港,北京,CX390,9:00,12:25,1234567,A333
香港,北京,CA108,10:30,13:55,1234567,A320
香港,北京,KA908,12:00,15:05,1234567,A330
香港,北京,CA136,12:15,15:35,1234567,B738
香港,北京,CA102,12:45,16:00,1234567,A321
香港,北京,KA992,14:00,17:20,1234567,A330
香港,北京,CA112,14:20,17:30,1234567,A320
香港,北京,CZ309,14:35,17:50,1234567,A380
香港,北京,HX312,14:35,18:00,1234567,A330
香港,北京,KA902,15:00,18:20,1234567,A330
香港,北京,KA974,16:45,20:10,1234567,A320
香港,北京,CX312,17:00,20:25,1234567,A330
香港,北京,CA110,17:30,21:00,1234567,A330
香港,北京,KA904,18:00,21:30,1234567,A333
香港,北京,KA906,19:00,22:10,1234567,A330
香港,哥打基亚巴鲁,KA061,8:00,11:00,247,A320
香港,哥打基亚巴鲁,AK1642,10:05,13:05,246,A320
香港,哥打基亚巴鲁,MH385,15:30,18:30,1234567,B734
香港,哥打基亚巴鲁,KA063,15:55,19:00,15,A320
香港,哥打基亚巴鲁,AK6803,19:50,22:45,1234567,A320
香港,河内,KA297,8:45,9:50,12356,A321
香港,河内,VN591,14:30,15:30,1234567,A321
香港,河内,HX528,17:50,18:45,246,B738
香港,河内,KA295,18:00,18:55,24567,A321
香港,吉隆坡,CX791,1:30,5:10,1234567,A333
香港,吉隆坡,MH075,8:45,12:25,1234567,A330
香港,吉隆坡,CX723,8:50,12:30,1234567,A330
香港,吉隆坡,AK1071,11:45,15:30,1234567,A320
香港,吉隆坡,CX725,12:50,16:40,1234567,A333
香港,吉隆坡,MH073,14:45,18:25,1234567,B772
香港,吉隆坡,CX729,16:15,19:55,1234567,B773
香港,吉隆坡,AK1659,17:45,21:35,1234567,A320
香港,吉隆坡,AK1073,18:15,22:10,1234567,A320
香港,吉隆坡,AK1079,20:50,0:40,1234567,A320
香港,吉隆坡,AK1655,21:05,0:50,1234567,A320
香港,胡志明市,CX767,8:50,10:20,1234567,B773
香港,胡志明市,VN595,15:20,16:45,1234567,A320
香港,胡志明市,CX765,16:20,17:50,1234567,A333
香港,胡志明市,CO079,22:50,0:25,1234567,B738
香港,福州,KA660,8:50,10:20,1234567,A330
香港,福州,MU576,15:20,16:40,1234567,A320
香港,福州,KA662,17:45,19:05,1234567,A321
香港,悉尼,CX139,8:55,21:00,1234567,A333
香港,悉尼,QF088,9:20,21:50,124,A330
香港,悉尼,CX111,19:00,7:15,1234567,A330
香港,悉尼,VS200,19:10,7:20,1234567,A346
香港,悉尼,QF128,20:05,8:20,1234567,A380
香港,悉尼,CX161,21:35,9:50,1234567,A333
香港,悉尼,QF088,23:30,11:50,1357,A333
香港,悉尼,CX101,23:55,12:05,1234567,A333
香港,金边,KA206,8:55,10:30,1246,A333
香港,金边,KA206,14:30,16:05,357,A333
香港,高雄,KA432,9:00,10:20,234567,A330
香港,高雄,AE892,10:15,11:35,1234567,A333
香港,高雄,HX296,12:10,13:15,234567,B738
香港,高雄,KA436,12:40,14:05,1234567,A330
香港,高雄,CI948,16:40,18:00,1234567,A333
香港,高雄,KA454,16:45,18:15,1234567,A320
香港,高雄,KA430,18:30,19:50,2356,A330
香港,高雄,AE986,18:30,19:50,1234567,E90
香港,高雄,KA452,19:35,21:00,123457,A321
香港,高雄,CI938,21:40,23:00,1234567,A333
香港,高雄,KA450,21:55,23:15,1234567,A330
香港,长沙,KA720,9:00,10:30,246,A321
香港,长沙,KA720,17:30,19:10,1357,A321
香港,长沙,UO437,18:10,19:40,467,B738
香港,雅加达,GA873,9:00,12:40,1234567,B738
香港,雅加达,CX777,9:30,13:15,1234567,A340
香港,雅加达,CX719,16:15,20:00,1234567,A333
香港,雅加达,CI679,16:35,20:20,1234567,A333
香港,雅加达,GA863,16:55,20:35,1234567,A330
香港,雅加达,CX797,19:05,22:45,1234567,A330
香港,名古屋,CX530,9:20,15:30,1234567,A330
香港,名古屋,CX536,10:20,15:10,1234567,A330
香港,名古屋,NH1242,14:00,18:55,1234567,B737
香港,名古屋,CX532,16:30,21:00,1234567,B772
香港,厦门,KA618,9:50,11:10,1234567,A320
香港,厦门,MF382,12:20,13:25,1234567,B738
香港,厦门,KA602,12:45,13:55,1234567,A321
香港,厦门,KA604,17:40,18:55,1234567,A333
香港,厦门,MF8016,20:45,21:45,1234567,B738
香港,厦门,KA616,21:55,23:10,1234567,A320
香港,巴厘岛,CX785,10:20,15:00,1234567,B772
香港,巴厘岛,HX705,12:10,16:40,127,B738
香港,巴厘岛,GA857,15:45,20:40,1234567,B738
香港,巴厘岛,HX709,19:10,23:50,1234567,A330
香港,墨尔本,CX163,10:10,22:25,1234567,A333
香港,墨尔本,CX135,19:10,7:20,1234567,A333
香港,墨尔本,QF030,19:50,7:50,1234567,B744
香港,墨尔本,CX195,23:45,12:00,357,A333
香港,墨尔本,CX105,23:45,14:10,1246,A333
香港,台中,AE1820,10:10,11:40,1234567,E90
香港,台中,UO162,12:05,13:40,1234567,B738
香港,台中,KA490,12:15,13:55,1234567,A320
香港,台中,AE1822,14:15,15:45,1234567,E90
香港,台中,KA492,18:50,20:30,1234567,A320
香港,台中,AE1826,19:20,20:50,1234567,E90
香港,台中,AE1832,20:40,22:10,1234567,E90
香港,台中,UO192,20:45,22:25,1234567,B738
香港,济州岛,KA328,8:50,13:05,125,A320
香港,成都,KA820,10:25,12:55,1234567,A320
香港,成都,CA412,11:10,13:45,1234567,A319
香港,成都,3U8618,17:15,19:45,15,A320
香港,成都,KA824,19:15,22:05,1234567,A320
香港,成都,CA428,19:25,22:30,1234567,B733
香港,成都,HX452,21:25,23:55,1234567,B738
香港,南京,KA810,10:40,13:20,1234567,A330
香港,南京,MU766,11:20,13:30,1234567,A321
香港,南京,HX216,11:30,14:00,1234567,B738
香港,南京,KA862,18:40,21:05,1234567,A320
香港,清迈,KA232,14:00,16:00,3467,A320
香港,多伦多,CX828,10:45,13:35,1234567,B773
香港,多伦多,AC016,15:10,18:05,1234567,B772
香港,多伦多,CX826,16:35,19:35,1234567,B773
香港,青岛,KA950,10:35,13:45,1234567,A330
香港,芝加哥,CO896,11:10,12:37,1234567,B744
香港,芝加哥,CX806,11:50,13:45,1234567,B773
香港,波士顿,DL186,9:45,15:50,145,B772
香港,波士顿,CO898,11:00,19:19,3456,B772
香港,冲绳,UO658,11:25,14:50,1234567,B738
香港,冲绳,KA378,12:40,16:15,3467,A320
香港,揭阳,CZ312,11:15,12:10,1234567,B733
香港,福冈,KA386,11:20,15:40,1234567,A320
香港,福冈,CX510,15:15,20:55,1234567,B772
香港,南昌,MU5018,11:25,13:00,25,A320
香港,武汉,KA854,8:50,10:35,1347,A320
香港,武汉,KA850,9:00,11:00,347,A320
香港,武汉,CX3076,11:35,13:20,1234567,B738
香港,武汉,KA850,17:35,19:25,1256,A320
香港,宁波,KA640,11:20,13:30,1234567,A320
香港,宁波,MU716,11:55,14:00,1234567,A320
香港,宁波,KA642,17:55,20:05,246,A320
香港,莫斯科,CX207,0:45,7:25,46,A343
香港,莫斯科,SU596,11:35,18:20,1234567,B763
香港,无锡,MU2902,11:30,13:40,1234567,A320
香港,海口,UO107,11:30,12:40,1234567,A330
香港,海口,HX137,22:50,23:55,1234567,A320
香港,三亚,KA650,9:55,11:20,156,A321
香港,三亚,HX161,11:45,13:20,1234567,B738
香港,三亚,UO197,18:05,19:35,357,B738
香港,三亚,KA650,19:00,20:35,47,A320
香港,昆明,KA760,11:55,14:25,1234567,A330
香港,昆明,UO273,15:55,18:15,12347,A330
香港,昆明,MU734,17:05,19:10,15,B737
香港,济南,MU5026,12:05,14:55,256,A319
香港,郑州,CZ3074,12:00,14:20,1234567,B733
香港,布里斯班,CX157,12:50,23:25,2467,A330
香港,布里斯班,QF098,22:45,9:40,1356,B744
香港,布里斯班,CX103,23:40,10:45,2457,A333
香港,布里斯班,CX103,23:50,12:35,136,A333
香港,丹佛,CO862,12:50,15:04,2345,B744
香港,天津,CA104,12:50,16:00,1234567,B733
香港,天津,GS6686,16:10,18:55,1234567,E191
香港,洛杉矶,CX884,13:00,11:10,1234567,B773
香港,洛杉矶,CX882,16:25,14:35,1234567,B773
香港,洛杉矶,CX880,23:40,21:50,1234567,B773
香港,泉州,ZH9042,13:05,14:10,1234567,A320
香港,泉州,ZH9050,15:50,17:10,1234567,A320
香港,泉州,ZH9044,19:45,21:00,1234567,B738
香港,重庆,KA840,13:50,16:05,1234567,A321
香港,重庆,CA420,18:25,20:30,1234567,B737
香港,重庆,HX496,20:45,23:05,1234567,B738
香港,徐州,FM866,14:10,16:10,257,B738
香港,新德里,CX751,14:25,20:45,1234567,A333
香港,新德里,AI315/7,18:00,21:35,1234567,B773
香港,新德里,IT032,18:15,21:45,124567,A330
香港,新德里,9W077,19:40,23:00,1234567,A330
香港,新德里,CX695,20:20,0:05,1234567,A333
香港,西安,KA946,12:05,14:40,1234567,A320
香港,西安,MU204,14:35,17:00,1234567,A319
香港,斯里巴加湾,BI636,14:40,17:40,1234567,A330
香港,海参崴,XF764,14:40,22:20,25,A320
香港,海参崴,S7546,15:20,23:00,37,A320
香港,温州,MU5028,14:55,16:35,1234567,B737
香港,珀斯,CX171,15:05,22:35,1234567,A333
香港,珀斯,QF068,21:05,4:55,247,A333
香港,珀斯,CX137,22:50,6:35,246,A343
香港,槟城,CX693,15:00,18:35,1234567,A330
香港,槟城,AK1575,19:55,23:30,1234567,A320
香港,湛江,CZ3072,15:25,16:40,246,B733
香港,泗水,CX781,15:55,19:35,1234567,B772
香港,特拉维夫,LY076,16:15,22:10,1237,B772
香港,桂林,KA700,9:15,10:40,347,A320
香港,桂林,KA704,13:55,15:20,1256,A320
香港,桂林,HX123,16:15,17:45,1234567,B738
香港,利雅得,CX743,16:35,21:45,234567,A343
香港,石家庄,9C8572,16:55,19:45,256,A320
香港,南宁,UO139,17:05,18:25,1234567,B738
香港,苏梅岛,PG806,16:55,19:00,1234567,A319
香港,加德满都,RA410,17:05,19:50,26,B757
香港,加德满都,KA192,17:30,22:20,357,A333
香港,加德满都,KA196,18:55,22:10,124,A330
香港,大连,CA106,17:25,21:00,1234567,B738
香港,孟买,IT072,17:30,21:35,1234567,A330
香港,孟买,AI315/7,18:00,1:20,1234567,B773
香港,孟买,9W075,19:15,23:15,1234567,B773
香港,孟买,CX685,20:10,23:55,1234567,A333
香港,孟买,CX709,21:40,4:00,246,A333
香港,长春,CZ634,18:40,0:20,1234567,A320
香港,奥克兰,CX117,15:25,7:35,356,A343
香港,奥克兰,NZ080,19:15,11:10,1234567,B772
香港,奥克兰,CX107,21:05,12:55,123457,A343
香港,科伦坡,CX711,16:00,22:15,1356,B773
香港,科伦坡,UL423,18:15,23:00,146,A340
香港,科伦坡,CX703,20:00,0:50,247,B773
香港,亚的斯亚贝巴,ET609,21:50,6:25,1246,B763
香港,伊斯兰堡,PK893,22:25,4:50,25,A310
香港,班加罗尔,KA152,22:40,2:00,1234567,A330
香港,阿德莱德,CX105,23:35,10:45,1234567,A333
香港,约翰内斯堡,CX749,23:45,7:00,1234567,A343
香港,约翰内斯堡,SA287,23:50,7:05,1234567,A343
香港,凯恩斯,CX103,23:50,14:30,2457,A333
香港,凯恩斯,CX103,23:50,9:05,136,A333
香港,莫尔兹比港,PX009,0:15,9:00,3,B763
香港,毛里求斯,MK641,13:00,18:45,15,A330
香港,斐济,FJ392,16:40,6:40,46,B744
香港,马德拉斯,CX631,22:35,1:45,3567,A333
香港,安曼,RJ183,21:25,5:15,467,A330
香港,卡拉奇,CX703,16:45,23:25,1356,A333
香港,拉合尔,PK893,22:25,6:35,5,A310
香港,太原,MU5090,12:50,15:25,15,A320
香港,合肥,MU5032,17:40,19:40,15,A320
香港,内罗毕,KQ861,21:50,6:10,467,B763
香港,关岛,CO180,22:30,5:05,15,B738
香港,盐城,MU2071,10:50,13:00,26,A320
香港,梅州,CZ342,14:55,16:05,15,E145
香港,伊斯坦布尔,TK071,23:25,5:45,124567,B773
香港,宜昌,3U8982,19:25,21:15,6,A320
济南,香港,MU5025,8:15,11:05,256,A319
济南,台中,SC4091,7:55,10:40,5,B737
济南,大阪,SC4093,8:05,11:35,26,B738
济南,台北,SC4097,8:25,10:55,1347,B738
济南,台北,BR761,21:05,23:55,2457,MD90
济南,首尔,SC4095,8:20,10:45,47,B738
济南,首尔,KE848,15:15,17:55,25,B737
昆明,大阪,MU747,7:30,15:40,1234567,B737
昆明,曼谷,MU741,8:10,9:05,12457,B737
昆明,曼谷,MU2025,9:30,12:00,36,B737
昆明,曼谷,TG613,15:20,16:35,13457,AB6
昆明,仰光,MU2031,8:10,8:40,1234567,CRJ200
昆明,仰光,MU2011,8:35,11:30,36,CRJ200
昆明,仰光,CA905,12:40,13:15,23467,B737
昆明,金边,MU745,8:55,12:30,147,CRJ200
昆明,吉隆坡,MU763,9:05,14:40,47,B737
昆明,吉隆坡,MH353,14:10,17:50,357,B738
昆明,加德满都,MU757,9:55,10:35,247,B737
昆明,万象,QV827,10:50,11:20,1234567,A320
昆明,万象,MU751,13:30,14:00,1234567,CRJ200
昆明,新加坡,MU749,9:05,14:50,36,B737
昆明,新加坡,MI913,13:10,17:15,47,A319
昆明,新加坡,MI915,16:15,20:20,2,A320
昆明,新加坡,MU5093,22:00,2:00,1234567,A320
昆明,达卡,MU5708,0:55,1:00,127,B737
昆明,达卡,MU7501,14:00,14:00,2346,B737
昆明,曼德勒,MU2029,14:05,13:50,1234567,B737
昆明,台北,MU2027,16:20,19:40,27,B737
昆明,台北,B7190,16:30,19:40,6,MD90
昆明,台北,3U8957,16:50,19:50,135,A320
昆明,高雄,B7290,12:05,15:05,37,MD90
昆明,香港,MU733,14:00,16:10,15,B733
昆明,香港,KA761,15:25,17:35,1234567,A333
昆明,香港,UO274,19:05,21:10,12347,A330
昆明,首尔,MU2003,2:10,6:45,15,A333
昆明,首尔,KE886,23:50,4:35,15,B737
昆明,清迈,MU2593,17:55,18:40,1357,CRJ200
昆明,普吉岛,MU7609,0:30,2:45,16,B737
昆明,加尔各答,MU555,23:30,23:20,13567,B737
昆明,迪拜,MU755,16:10,19:00,26,B763
杭州,首尔,CA139,8:55,12:05,1234567,A319
杭州,首尔,OZ360,15:00,18:10,1234567,B767
杭州,台北,MF885,9:30,11:00,5,B738
杭州,台北,CA149,9:30,11:15,1234567,A320
杭州,台北,GE311,10:25,12:00,2467,A321
杭州,台北,BR757,21:20,23:15,1246,B744
杭州,大阪,NH952,16:25,19:50,1234567,B737
杭州,东京,NH930,13:40,17:50,1234567,A320
杭州,香港,UO129,8:00,10:05,1234567,B738
杭州,香港,KA623,8:00,10:10,1234567,A330
杭州,香港,KA627,11:15,13:30,1234567,A321
杭州,香港,MU595,14:00,16:00,1234567,A320
杭州,香港,KA621,15:35,17:50,1234567,A330
杭州,香港,KA637,19:10,21:25,1234567,A321
杭州,曼谷,HU7959,22:30,1:40,357,B738
杭州,曼谷,FD3689,23:25,2:35,1234567,A320
杭州,澳门,MF897,8:50,10:55,17,B738
杭州,澳门,NX121,9:00,11:15,1234567,A321
杭州,澳门,NX125,15:35,18:00,1234567,A319
杭州,澳门,MF897,16:10,18:10,5,B737
杭州,新加坡,3K832,0:35,5:50,1356,A320
杭州,新加坡,MF865,8:10,14:45,1234567,B738
杭州,吉隆坡,D7303,14:10,19:10,135,A330
杭州,吉隆坡,D7307,23:20,4:20,2467,A330
杭州,阿姆斯特丹,KL882,13:10,18:55,247,B772
杭州,高雄,AE996,11:00,13:10,135,A333
杭州,台中,AE980,17:30,19:15,37,E90
杭州,台中,B7561,19:30,21:30,2,MD90
大连,首尔,CZ685,8:30,10:40,1234567,A321
大连,首尔,OZ302,10:55,13:10,1234567,A320
大连,首尔,KE870,14:30,16:50,1234567,B737
大连,首尔,CZ675,18:45,20:45,1234567,A321
大连,东京,CZ629,8:40,12:25,1357,A321
大连,东京,CA951,8:50,12:20,1457,B738
大连,东京,JL828,13:00,16:55,1234567,B767
大连,东京,NH904,13:15,17:05,1234567,B763
大连,福冈,CZ645,10:30,13:20,1357,A319
大连,福冈,CA953,11:20,14:10,1234567,B738
大连,广岛,CZ647,10:30,13:20,246,A319
大连,广岛,CA153,10:40,13:30,13567,B737
大连,大阪,CZ641,12:00,15:10,1234567,A321
大连,大阪,CA151,12:20,15:30,136,A319
大连,大阪,NH946,14:15,17:25,1234567,B737
大连,香港,CA105,12:55,16:25,1234567,B738
大连,济州岛,CZ6097,18:30,21:00,47,A321
大连,台北,CZ3013,15:00,17:45,37,A319
大连,台北,CI536,18:35,21:55,5,A333
大连,台北,B7105,20:20,23:00,25,A330
三亚,香港,KA651,12:05,13:35,156,A321
三亚,香港,HX162,14:05,15:25,1234567,B738
深圳,台北,CZ3087,9:50,11:35,134567,B738
深圳,台北,ZH9095,14:30,16:00,1234567,B738
深圳,台北,CI528,17:55,19:40,13457,B744
深圳,台北,B7188,19:30,21:20,247,B744
深圳,台北,B7188,19:35,21:25,15,B744
深圳,新加坡,MI961,11:50,15:50,157,A319
深圳,新加坡,MI965,17:15,21:10,4,A320
深圳,新加坡,TR2953,23:50,3:40,12356,A320
深圳,高雄,CI586,11:30,13:05,47,A333
深圳,吉隆坡,AK1087,11:25,15:15,1234567,A320
深圳,吉隆坡,AK1089,20:50,0:35,1234567,A320
深圳,沙巴,AK6413,13:40,16:40,1234567,A320
